id	subject	session	row	time	key	p_utts	p_form	p_lrb	p_obj	p_gloss	p_orient	p_mspd	p_g_type	p_gs_rel
10740901681	74	9	1681	00:29:04		and let -- the dough rises.	Iconic	B		dough rising	trace.path	M raises both flat hands like dough rising	R.m	RF.p
10740901682	74	9	1682	00:29:05		mixes up some more.	Iconic	R		mixing	trace.path	moves index finger like it is mixing	R.m	RF.p
10740901684	74	9	1684	00:29:07		stops and then rises even more.	Iconic	B		dough rising	trace.path	M raises both flat hands like dough rising	R.m	RF.p
10740901686	74	9	1686	00:29:09		and then it's all -- it's all big.	Iconic	B		big 	trace.shape	M makes big ball shape with hands	R.a	RF.a
10740901696	74	9	1696	00:29:26		so when it --	Iconic	R		mixing	trace.path	moves index finger like it is mixing	R.m	ADD.p
10740901697	74	9	1697	00:29:26		you got to put paper towel or something or a piece of paper something.	Point - Iconic	R -	bottom of bread maker	bottom of bread maker - piece of paper	trace.shape	M flattens hand like piece of paper	DP;R.a	ADD;RF.a
10740901698	74	9	1698	00:29:29		fold it up under there.	Iconic	R		fold	trace.path	M brings hand together like folding piece of paper	R.m	RF.p
10740901699	74	9	1699	00:29:31		and then it wobbles.	Iconic	B		wobbles	trace.path	M moves flat hands up and down like ground is wobbling	R.m	RF.p
10741001603	74	10	1603	00:26:50		it's swimming.	iconic	WB		swimming	moves hand in arches as she walks forward		R.m	RF.p
10750100767	75	1	767	00:30:37		can you keep -- keep building it all the way up.	iconic	R		upward	tracepath	M moves hand upward	R.d	RF.d
10750101376	75	1	1376			that's a merry+go+round.	iconic~	L	merrygoround	merrygoround's shape	trace shape	M traces the shape of the merrygoround in book	R.a	ELAB.a
10750101989	75	1	1989	00:19:35		boom	iconic	R		towards bucket	tracepath	M moves hand from the ball child is holding to the inside of the bucket	R.d	ADD.d
10750202101	75	2	2101	00:07:58		put that down Joe.	iconic	R		down	tracepath	M moves hand downwards	R.d	RF.d
10750202102	75	2	2102	00:07:59		put that down.	iconic	R		down	tracepath	M moves hand downwards	R.d	RF.d
10750301021	75	3	1021	00:10:18		turn around Joe.	iconic	R		(turning) around	tracepath	M traces a circle in air with finger	R.d	RF.d
10750402139	75	4	2139	00:58:04		---	iconic	R		pinching	H=O	M squezzes C's arm between her thumb and the rest of her fingers to mimic a pinching crab claw	R.m	ADD.p
10750402141	75	4	2141	00:58:08		say for a crab.	iconic	R		pinching		M squezzes C's arm between her thumb and the rest of her fingers to mimic a pinching crab claw	R.m	ADD.p
10750402143	75	4	2143	00:58:10		a clamping -- a crab with clamping claws.	iconic	R		pinching/ clamping		M squezzes C's arm between her thumb and the rest of her fingers to mimic a pinching crab claw	R.m	RF.p
10750402602	75	4	2602	00:10:51		no, keep building it way up high.	iconic	R		high 	H=O	M places downward facing palm over block creation and then raises hand up several feet while wiggling fingers to show future height of tall tower	R.a	RF.a
10750403136	75	4	3136	00:26:08		why don't you mix them all up?	iconic	R		mixing		M moves hand in circle as if mixing blocks with downward facing palm	R.m	RF.p
10750500485	75	5	485	00:17:44		turn it the other way.	Iconic	R		(turning) around	tracepath	M traces semi-circle in air to mimick a 180 degree turn	R.d	DA
10750600213	75	6	213	00:05:48		push it a lot -- aside.	Iconic	R		pushing	H=H	M pushes hand from R to L with side facing palm	R.m	RF.p
10750600464	75	6	464	00:11:41		all the way up the middle.	Iconic	R		up	tracepath	M traces an upward path with index finger	R.d	RF.d
10750601004	75	6	1004	00:29:19		let's make the -- Let's make all different towers.	Iconic.iconic	R.R		low tower.high tower	H=O.H=O	M raises downward facing palm to different heights to represent height of two different towers	R.a;R.a	ADD.a;ADD.a
10750601322	75	6	1322	00:36:52		it's a drum.	Iconic	B		drumming	H=H	M makes drumming motion with fists.	R.m	ADD.p
10750601337	75	6	1337	00:37:15	R	"the suitcase has a rectangle shape."	iconic	L	suitcase in book	rectangle shape	traceshape	M traces the rectange shape of suitcase	R.a	RF.a
10750601338	75	6	1338	00:37:15		see this rectangle shape?	iconic~	L	suitcase in book	rectangle shape	traceshape	M traces the rectange shape of suitcase	R.a	RF.a
10750601390	75	6	1390	00:38:27		this is.	iconic	R	tennis racket in book	oval shaped tennis racket	traceshape	M traces oval shape of tennis racket in book	R.a	ADD.a
10750601391	75	6	1391	00:38:27		what's this.	iconic~	R	tennis racket in book	oval shaped tennis racket	traceshape	M traces oval shape of tennis racket in book	R.a	ADD.a
10750601398	75	6	1398	00:38:39		and what's this?	iconic	R	easter egg in book	oval shaped easter egg	traceshape	M traces the shape of easter egg in book	R.a	ADD.a
10750602307	75	6	2307	00:03:12		mine even has like a hull on it.	iconic	B		hull of boat	H=O	M places sidefacing palms above and to the sides of her block creation to outline the shape of the hull she has built	R.a	ELAB.a
10750602340	75	6	2340	00:03:56		it was just blowing away in the wind.	Iconic	R		blowing	H=O	M sweeps side palm away from body to show the boat's motion	R.m	RF.p
10750602689	75	6	2689	00:12:44		yeah, and then we can drive cars under the bridge.	Iconic	R		path under bridge	tracepath	traces a path under bridge	R.d	RF.d
10750602739	75	6	2739	00:14:00		ok, the boat is going under the bridge.	Iconic	R		path of boat under bridge	tracepath	moves side palm R to L to show boat's path	R.d	RF.d
10750602765	75	6	2765	00:14:42		ok, so now your boat and my boat are going together.	iconic	L		path of boats under bridge	tracepath	M uses index finger to trace path boats will take under  bridge	R.d	ADD.d
10750602771	75	6	2771	00:14:50		ok, push my boat to go through there too ###.	iconic	R		pushing	H=H	M makes a pushing motion with the back of sidefacing palm	R.m	RF.p
10750603050	75	6	3050	00:22:42		sit down.	iconic	R		down	tracepath	M moves hand downwards	R.d	RF.d
10750800882	75	8	882	00:21:27		ok, make the flags have lines going this way.	iconic	R		direction of lines	tracepath	moving index finger toward herself to show direction to draw	R.d	DA
10750801741	75	8	1741	00:43:00		what could be the top of the bridge honey?	iconic	R	top of block bridge	top of block bridge	H=O	M places palm over two block towers to serve as top.	R.a	ELAB.a
10750801754	75	8	1754	00:43:31		but we need a top.	iconic	R	top of bridge	top of bridge	H=O	M places  palm over two block towers to serve as top.	R.a	ELAB.a
10750801785	75	8	1785	00:44:40		ok, a bridge honey is like two towers that are connected on top and then things go underneath it.	Palm + iconic	R +R	top of bridge + going underneath	top of bridge + going underneath	touch + tracepath	pointed hand following path things take under bridge.	DP;R.d	RF;RF.d
10750802044	75	8	2044	00:51:54		like this all the way around the backside.	iconic	R	around 	around	tracepath	drawing circular path with finger of where blocks can be placed.	R.d	RF.d
10750803107	75	8	3107	00:24:05		it's like the thing with all the holes in the bottom and you shake sand through it.	Iconic	R		sift	H=O	Moves fingers together like sifting sand through them	R.m	RF.p
10750900155	75	9	155	00:04:18		see you could go here and then you would have two in a row.	point-iconic	R	space in game board	space in game board-circleshape space	touch	makes a circle with finger inside space in board game	DP;R.a	DA;ADD.a
10750900156	75	9	156	00:04:19		if you put one here you would have two black ones in a row.	iconic~-point-iconic-point	R	space in game board-space in gameboard-row with two pieces on gameboard-space in game board	circle shape space-space in gameboard-row with two pieces on gameboard-space in game board	makes a circle with finger inside space in board game;traces a line with finger between two pieces in a row		R.a;DP;R.a;DP	ADD.a;DA;RF.a;ADD
10750900293	75	9	293	00:08:04		see how the edge is straight?	iconic	R		straight edge of puzzle piece	touch	tracing with finger back and forth across straigt edge of pzzle piece	R.a	RF.a
10750901130	75	9	1130	00:31:06		if he lands here honey he gets to slide to the end.	Point - iconic	R - R	spot on game board - 	spot on game board - game piece sliding	touch - tracepath	traces line on boardgame with finger	DP;R.m	DA;RF.p
10750901131	75	9	1131	00:31:09		that's if you land on this triangle you slide to the end.	iconic- iconic	R - R		triange - game piece sliding on line	traceshape - tracepath	 tracing with finger an imaginary triangle  on side of board; tracing with finger a line on the board	R.a;R.m	RF.a;RF.p
10750901158	75	9	1158	00:31:54		so see Joe you move them all the way around the board.	iconic	R		around edge of game board	tracepath	makes a circle with finger around game board	R.d	RF.d
10750902225	75	9	2225	00:03:05		and what number is this?	Iconic	L		number seven	traceshape	tracing the number seven on the card with finger	R.a	ADD.a
10750902227	75	9	2227	00:03:06		seven.	Iconic	L		number seven	traceshape	tracing the number seven on the card with finger	R.a	RF.a
10750902228	75	9	2228	00:03:08		and what's this shining behind?	Iconic	L		picture of sun	traceshape	tracing a circle with finger	R.a	ADD.a
10750902361	75	9	2361	00:06:23		but what's this thing?	Iconic	R+L		Umbrella on flashcard	traceshape	traces circle	R.a	ADD.a
10750902378	75	9	2378	00:06:53		they're nuts inside of this big thing.	Hold + Point - iconic	R+L-L	picture on flashcard	picture on flashcard-round nest	traceshape	traces the round outline of the nest with pinkie	DSDP;R.a	RF;RF.a
10750902426	75	9	2426	00:08:06		this is a pumpkin.	Iconic	L		pumpkin on flashcard	traceshape	finger tracing outline of pumpkin	R.a	RF.a
10750902427	75	9	2427	00:08:07		but when you cut his face out and put a candle in it it's called a jackolantern.	Iconic-Point	L	candle	face of pumpkin-candle	traceshape	finger tracing round outline of pumpkin face	R.a;DP	RF.a;RF
10751001243	75	10	1243	00:31:19		so straight first and then you come to the top and do the curve, ok?	Iconic - Iconic	L - L		Straight line - Curve		M uses index finger to draw a line in the air above the Smartboard - M uses index finger to draw a curve in the air above the Smartboard	R.a;R.a	RF.a;RF.a
10751001357	75	10	1357	00:34:42			Iconic	L		Letter J	trace shape	M traces the shape of letter J over the display of the Smartboard	R.a	X
10751001424	75	10	1424	00:36:51		he said trace the capital.	Iconic	L		O shape	trace shape	M uses index finger to trace shape of O above Smartboard	R.a	ADD.a
10751001569	75	10	1569	00:42:21		that -- it's the board that stands up and it has the thing at the bottom that you can move and they all come falling out.	Iconic - Iconic - Iconic	L - L - L		Gameboard - Slider - Fall out	 - - trace path	M holds her hand out as though holding a board - M pretends to grasp a small handle and move it back and forth horizontally - M holds her hand up, fingers spread, and moves them quickly downward	R.a;R.m;R.m	RF.a;RF.p;RF.p
10751001853	75	10	1853	00:51:00		ok, sit down, please.	Iconic	L		Down	trace path	M motions downward with her hand	R.d	RF.d
10751002314	75	10	2314	00:06:02		can you see it with the glare?	Iconic	L		Sunlight		M waves her hand between the sun and the screen, indicating rays of light coming down	R.a	RF.a
10751002587	75	10	2587	00:17:19		the whole page is just going to be green?	Iconic + Shake	L + H		All + Emphasis		M raises her fingers and moves them slightly to the side + 	R.a;C	RF.a;E
10751100593	75	11	593	0.0121313481692		now you can come this way.	iconic	R		move dinosaur to square	trace path	M points to C's dino and then to square he should move to	R.d	DA.d
10751100595	75	11	595	0.0121757598648		but if you do that, I might jump you.	iconic	R		jumping C's piece	trace path	M points to her dino and jumps her finger over C's dino to square behind	R.m	RF.p
10751100619	75	11	619	0.0124592223396		and then on your next one you could jump him, ok?	iconic	R		jumping a piece	trace path	M uses pointing finger to jump over square containing red dinosaur	R.m	RF.p
10751100724	75	11	724	0.0142650405035		you can only go like this, diagonal on the blacks.	iconic	R		permitted move	trace path	M moves pointer back and forth between square with piece on it and adjacent square	R.d	DA.d
10751100749	75	11	749	0.0146624286323		I could go one, two, and get two of your guys.	iconic	R		double jump	trace path	M points to dinosaur and points to two dinosaurs she could jump over and where she would land	R.d	ADD.d
10751100823	75	11	823	0.0160241298397		but he has to go one space at a time, remember?	point - iconic	R - R	square C can legally move to - 	square C can legally move to -  legal checkers move	touch - trace path	- M moves pointing finger from square dinosaur had been on to square he can move to	DP;R.d	RF;ADD.d
10751101015	75	11	1015	0.0194550298756		he can only still go that way.	iconic	R		direction of legal movement	trace path	M points and angles finger and pushes it through air in permitted direction of travel for checker piece	R.d	DA.d
10751101033	75	11	1033	0.0198566660797		he's got to stay on the diagonal on the black.	iconic	R		permitted movement in checkers	trace path	M moves pointing finger from black square to diagonally adjacent black square	R.d	RF.d
10751101048	75	11	1048	0.0200914687836		he can only go forward.	iconic	R		movement forwards	trace path	M moves pointing finger quickly in direction checkers can travel	R.d	RF.d
10751101064	75	11	1064	0.0203935185185		yeah, but he's got to keep going the other way.	point - iconic	R - R	piece C just moved - 	piece C just moved - direction of legal movement	- trace path	- M moves pointing finger back and forth along line of travel towards end of checker board	DP;R.d	DA;DA.d
10751102187	75	11	2187	0.00153664853125		ok, then you go straight down, and then straight over.	point - iconic	L - L	E page - 	E page - draw bottom bar of E	touch - trace path	- moves pointer finger decisively like it is a pen	DP;R.d	ADD;RF.d
